umur,jenis_kelamin,tinggi_cm,berat_kg,bmi,label
9,L,131.3,32.0,18.56,Gemuk
12,P,144.8,41.3,19.73,Gemuk
12,P,146.0,38.5,18.04,Gemuk
9,L,129.2,28.1,16.83,Normal
6,P,116.7,17.0,12.48,Kurus
6,L,118.0,17.0,12.21,Kurus
7,P,118.7,23.7,16.82,Normal
11,L,140.1,35.2,17.94,Normal
9,P,129.6,25.4,15.12,Normal
7,P,118.9,18.0,12.73,Kurus
8,P,120.5,26.3,18.15,Gemuk
6,L,112.8,18.3,14.42,Normal
6,L,117.3,20.2,14.7,Normal
9,P,124.6,29.8,19.18,Gemuk
7,L,117.9,25.0,17.99,Normal
12,P,142.1,37.8,18.72,Gemuk
7,P,121.2,23.4,15.94,Normal
10,L,133.0,32.7,18.49,Gemuk
8,L,125.3,22.3,14.23,Normal
6,P,112.7,17.0,13.38,Kurus
11,L,141.4,37.2,18.6,Gemuk
9,L,123.0,28.5,18.8,Gemuk
9,L,130.5,33.2,19.47,Gemuk
8,L,119.8,23.3,16.26,Normal
8,L,126.5,26.6,16.64,Normal
12,L,147.5,42.1,19.36,Gemuk
6,L,114.6,19.2,14.63,Normal
9,P,133.0,27.2,15.36,Normal
9,P,127.7,27.6,16.93,Normal
11,L,141.0,38.4,19.34,Gemuk
10,P,132.3,27.4,15.66,Normal
12,L,142.2,40.4,19.96,Gemuk
11,P,140.8,36.7,18.48,Gemuk
11,L,142.6,37.8,18.61,Gemuk
7,L,118.9,23.3,16.47,Normal
12,L,144.8,39.1,18.66,Gemuk
7,P,120.0,19.5,13.56,Kurus
9,P,126.1,27.6,17.37,Normal
7,L,113.2,23.7,18.46,Gemuk
10,P,134.4,26.9,14.89,Normal
6,P,112.5,17.5,13.83,Kurus
6,L,115.6,22.0,16.47,Normal
6,L,113.8,22.0,16.98,Normal
8,L,118.2,24.8,17.77,Normal
7,L,119.9,19.1,13.26,Kurus
9,P,126.1,29.9,18.79,Gemuk
12,L,142.7,34.9,17.15,Normal
9,P,127.7,25.9,15.88,Normal
6,L,115.1,22.0,16.59,Normal
9,L,131.1,28.7,16.73,Normal
8,L,125.1,25.9,16.53,Normal
8,L,121.6,24.7,16.68,Normal
11,P,140.6,34.4,17.38,Normal
10,L,138.5,32.8,17.08,Normal
9,L,133.0,28.4,16.05,Normal
11,L,144.4,35.2,16.86,Normal
12,P,148.6,35.6,16.11,Normal
6,L,117.4,20.8,15.07,Normal
6,P,110.0,21.7,17.92,Normal
9,L,131.6,24.4,14.08,Normal
11,P,146.8,35.0,16.27,Normal
10,L,135.7,30.4,16.51,Normal
11,L,147.0,34.4,15.93,Normal
7,P,115.7,22.7,16.94,Normal
10,L,138.6,32.0,16.67,Normal
9,P,133.0,26.8,15.14,Normal
6,L,114.7,17.6,13.42,Kurus
6,P,115.2,22.0,16.58,Normal
11,L,141.1,38.5,19.33,Gemuk
6,P,117.8,22.0,15.84,Normal
11,P,138.3,39.1,20.43,Gemuk
8,L,123.2,26.2,17.25,Normal
9,L,128.2,30.7,18.69,Gemuk
10,P,137.7,32.1,16.93,Normal
8,P,120.7,21.3,14.65,Normal
11,L,142.7,36.6,17.99,Normal
11,P,143.3,36.6,17.8,Normal
8,L,120.6,26.4,18.15,Gemuk
11,P,136.8,34.2,18.28,Gemuk
12,P,142.4,37.3,18.37,Gemuk
8,P,119.6,27.4,19.13,Gemuk
6,L,111.9,21.2,16.93,Normal
8,L,123.7,23.1,15.1,Normal
8,P,124.9,23.0,14.76,Normal
6,P,118.0,19.3,13.84,Kurus
11,L,136.2,33.9,18.27,Gemuk
11,P,140.9,35.9,18.1,Gemuk
9,P,127.2,29.6,18.31,Gemuk
11,L,143.9,35.6,17.21,Normal
9,P,126.2,32.5,20.38,Gemuk
7,L,116.1,20.9,15.54,Normal
10,P,132.6,31.6,17.97,Normal
9,L,127.1,27.2,16.86,Normal
12,P,146.2,37.5,17.57,Normal
8,L,122.8,29.0,19.23,Gemuk
6,P,110.0,19.3,15.94,Normal
11,P,142.7,34.2,16.78,Normal
12,L,147.0,34.8,16.09,Normal
9,L,126.3,28.5,17.84,Normal
11,P,141.1,35.2,17.67,Normal
10,L,133.5,31.7,17.78,Normal
9,P,131.2,26.9,15.66,Normal
11,P,139.9,33.9,17.3,Normal
7,P,117.3,19.2,13.92,Kurus
6,L,110.9,22.0,17.88,Normal
9,P,131.3,27.2,15.77,Normal
9,P,125.6,27.2,17.2,Normal
6,P,114.6,20.7,15.73,Normal
11,L,143.0,33.2,16.23,Normal
8,L,121.5,24.2,16.4,Normal
8,L,121.7,23.7,15.99,Normal
10,P,132.6,28.7,16.32,Normal
10,L,133.2,28.0,15.82,Normal
8,P,124.1,24.5,15.91,Normal
9,L,128.0,31.3,19.13,Gemuk
11,L,138.6,33.4,17.41,Normal
10,L,131.2,28.1,16.29,Normal
9,P,125.8,32.8,20.7,Gemuk
8,L,121.0,26.3,17.96,Normal
12,L,148.2,34.5,15.71,Normal
9,L,125.6,26.5,16.77,Normal
12,P,149.3,37.0,16.61,Normal
12,P,144.6,42.8,20.46,Gemuk
8,L,125.0,22.4,14.33,Normal
7,P,120.2,22.2,15.37,Normal
11,P,138.4,36.3,18.97,Gemuk
11,L,142.6,30.4,14.92,Normal
9,P,129.9,25.9,15.32,Normal
8,L,122.9,25.2,16.66,Normal
8,L,128.0,24.1,14.7,Normal
11,L,145.8,31.9,15.01,Normal
10,L,131.1,30.1,17.53,Normal
10,L,134.1,36.0,20.0,Gemuk
10,L,133.1,29.1,16.4,Normal
8,P,118.4,23.4,16.69,Normal
10,P,135.2,29.7,16.25,Normal
8,P,121.2,25.4,17.26,Normal
12,P,141.7,38.5,19.15,Gemuk
10,P,133.9,30.4,16.92,Normal
9,P,128.9,28.5,17.16,Normal
8,L,123.7,23.4,15.32,Normal
8,P,122.7,23.2,15.4,Normal
6,L,116.3,18.1,13.41,Kurus
12,L,143.7,39.4,19.05,Gemuk
7,P,121.4,20.8,14.16,Normal
9,P,127.2,26.7,16.49,Normal
9,L,124.5,24.1,15.53,Normal
8,L,123.0,21.1,13.94,Kurus
12,P,148.2,38.9,17.69,Normal
6,P,113.7,21.2,16.43,Normal
11,P,137.4,35.7,18.93,Gemuk
10,P,131.2,32.6,18.94,Gemuk
10,L,139.0,30.9,16.01,Normal
12,P,151.4,42.7,18.63,Gemuk
10,P,132.0,30.7,17.62,Normal
12,P,151.6,38.6,16.8,Normal
6,P,110.0,17.6,14.56,Normal
11,P,142.1,38.2,18.91,Gemuk
10,L,133.1,32.9,18.57,Gemuk
7,P,117.3,19.8,14.41,Normal
9,L,125.3,22.0,14.01,Normal
12,L,146.5,40.1,18.7,Gemuk
6,L,111.8,20.6,16.45,Normal
12,P,145.9,38.1,17.93,Normal
11,L,137.4,33.8,17.89,Normal
7,P,116.1,21.6,16.05,Normal
6,P,113.6,21.9,16.95,Normal
11,L,141.1,42.7,21.44,Gemuk
9,P,125.4,29.3,18.64,Gemuk
11,L,141.1,37.0,18.58,Gemuk
10,L,135.8,33.5,18.15,Gemuk
6,P,115.9,20.4,15.22,Normal
6,L,114.2,19.9,15.27,Normal
10,L,132.2,33.8,19.32,Gemuk
9,L,125.4,28.0,17.79,Normal
9,P,124.1,30.9,20.1,Gemuk
6,L,110.4,17.0,13.96,Kurus
7,P,118.1,18.8,13.51,Kurus
10,L,136.4,31.4,16.85,Normal
10,P,132.9,31.6,17.91,Normal
9,L,130.7,26.0,15.23,Normal
6,L,116.6,18.8,13.83,Kurus
11,L,135.7,35.3,19.13,Gemuk
10,L,134.6,26.9,14.85,Normal
10,L,134.7,28.2,15.57,Normal
9,P,128.3,30.3,18.42,Gemuk
6,L,116.7,21.5,15.78,Normal
11,P,139.1,30.3,15.65,Normal
7,L,114.9,21.5,16.28,Normal
8,P,122.7,27.3,18.12,Gemuk
8,L,123.5,27.2,17.84,Normal
11,P,139.7,36.7,18.79,Gemuk
10,P,137.9,32.7,17.19,Normal
7,P,122.9,25.0,16.56,Normal
6,L,118.0,21.8,15.67,Normal
8,P,126.7,29.0,18.07,Gemuk
6,L,113.2,22.0,17.16,Normal
8,L,120.6,25.4,17.46,Normal
12,L,142.2,37.9,18.74,Gemuk
7,L,116.1,21.1,15.64,Normal
11,P,138.5,36.1,18.82,Gemuk
12,P,147.6,47.9,21.96,Gemuk
9,P,129.9,32.7,19.37,Gemuk
6,L,116.6,18.1,13.28,Kurus
6,L,115.8,22.0,16.41,Normal
12,P,142.5,40.4,19.92,Gemuk
10,P,129.0,35.1,21.11,Gemuk
9,P,127.7,28.3,17.35,Normal
6,P,115.1,17.0,12.84,Kurus
10,L,131.8,31.2,17.99,Normal
8,P,120.9,21.9,15.01,Normal
6,P,117.1,18.1,13.18,Kurus
11,L,140.3,33.8,17.19,Normal
8,P,124.0,25.3,16.47,Normal
10,P,130.3,32.2,18.94,Gemuk
11,L,142.6,32.8,16.13,Normal
10,L,131.9,33.7,19.35,Gemuk
9,P,130.7,33.5,19.61,Gemuk
12,L,140.0,39.2,20.02,Gemuk
6,L,113.2,17.0,13.28,Kurus
6,P,114.3,17.0,13.02,Kurus
6,L,117.1,22.0,16.05,Normal
8,P,123.3,24.6,16.18,Normal
7,L,116.5,23.4,17.24,Normal
10,L,135.3,28.7,15.7,Normal
7,L,118.0,21.0,15.1,Normal
6,P,112.6,17.0,13.42,Kurus
6,P,116.1,20.3,15.08,Normal
7,L,123.0,23.2,15.36,Normal
6,P,116.9,20.7,15.13,Normal
12,P,150.1,40.8,18.13,Gemuk
8,P,119.0,23.9,16.88,Normal
12,P,140.9,37.3,18.78,Gemuk
12,P,148.5,35.7,16.21,Normal
11,P,140.2,40.8,20.75,Gemuk
12,L,146.3,40.6,18.96,Gemuk
11,L,143.0,40.0,19.57,Gemuk
11,P,142.2,39.0,19.27,Gemuk
9,L,129.8,24.3,14.4,Normal
11,P,143.1,36.0,17.57,Normal
12,P,149.4,36.0,16.13,Normal
11,L,139.1,30.4,15.72,Normal
7,P,113.3,25.0,19.48,Gemuk
11,P,139.0,36.0,18.62,Gemuk
10,P,131.1,25.1,14.61,Normal
8,P,122.3,20.1,13.46,Kurus
12,L,144.7,41.3,19.73,Gemuk
9,P,126.5,25.3,15.8,Normal
7,P,121.1,24.1,16.46,Normal
10,P,129.9,37.2,22.01,Obesitas
7,L,118.1,22.1,15.85,Normal
7,P,113.0,25.0,19.58,Gemuk
11,L,141.3,36.2,18.11,Gemuk
7,L,117.4,18.0,13.06,Kurus
9,L,124.5,28.8,18.59,Gemuk
8,L,122.0,20.6,13.82,Kurus
12,P,144.9,39.2,18.65,Gemuk
7,L,113.0,21.8,17.08,Normal
6,L,114.9,22.0,16.66,Normal
7,L,123.0,25.0,16.52,Normal
9,P,130.3,31.6,18.6,Gemuk
6,P,118.0,17.3,12.43,Kurus
9,P,125.3,29.2,18.57,Gemuk
7,P,121.1,20.3,13.87,Kurus
11,P,140.6,42.8,21.64,Gemuk
6,L,116.8,20.9,15.3,Normal
8,P,124.0,21.5,14.0,Kurus
7,L,117.7,21.5,15.51,Normal
12,L,147.2,36.9,17.04,Normal
7,P,119.0,18.0,12.71,Kurus
7,P,119.0,22.6,15.96,Normal
8,P,124.8,23.8,15.31,Normal
8,P,120.5,20.0,13.78,Kurus
7,L,119.4,18.0,12.62,Kurus
6,L,114.7,21.6,16.38,Normal
9,P,124.8,23.6,15.14,Normal
10,P,134.9,32.9,18.11,Gemuk
6,L,113.1,21.9,17.14,Normal
10,P,135.5,25.6,13.94,Kurus
10,P,137.1,31.0,16.46,Normal
6,L,110.0,17.0,14.05,Normal
12,P,145.2,41.5,19.71,Gemuk
11,L,141.3,31.0,15.53,Normal
11,L,143.0,38.6,18.87,Gemuk
12,L,147.6,41.2,18.92,Gemuk
7,L,117.3,25.0,18.17,Gemuk
6,L,110.8,17.5,14.28,Normal
8,P,125.2,24.5,15.65,Normal
7,P,122.4,19.1,12.74,Kurus
11,P,140.5,39.7,20.14,Gemuk
12,L,140.0,38.6,19.69,Gemuk
11,P,141.6,34.4,17.12,Normal
10,P,134.1,27.7,15.4,Normal
8,P,125.6,24.9,15.77,Normal
7,L,116.3,25.0,18.49,Gemuk
10,P,136.5,37.3,20.04,Gemuk
12,P,146.8,39.7,18.44,Gemuk
11,P,136.5,38.4,20.6,Gemuk
10,L,130.7,34.9,20.4,Gemuk
6,P,113.4,17.9,13.9,Kurus
11,L,141.1,43.0,21.59,Gemuk
6,L,114.5,22.0,16.78,Normal
9,P,131.3,23.1,13.43,Kurus
11,P,144.0,33.3,16.06,Normal
8,L,123.7,28.5,18.64,Gemuk
8,L,122.2,24.5,16.44,Normal
8,P,124.7,22.7,14.58,Normal
7,P,121.6,25.0,16.91,Normal
11,P,139.4,37.1,19.08,Gemuk
11,P,135.3,40.2,21.97,Gemuk
11,L,141.8,36.9,18.37,Gemuk
12,P,143.0,34.5,16.86,Normal
10,L,138.5,38.0,19.81,Gemuk
10,L,136.8,29.5,15.78,Normal
6,P,113.9,17.0,13.11,Kurus
12,L,147.6,37.7,17.3,Normal
12,L,148.8,42.0,18.94,Gemuk
6,P,112.3,22.0,17.45,Normal
8,L,121.8,28.6,19.26,Gemuk
6,P,114.4,21.3,16.29,Normal
6,L,113.5,21.8,16.9,Normal
7,P,118.5,25.0,17.8,Normal
9,P,129.0,29.1,17.46,Normal
10,P,133.5,29.4,16.52,Normal
9,L,125.8,27.1,17.13,Normal
9,L,123.0,26.4,17.46,Normal
6,L,114.2,20.3,15.6,Normal
6,L,115.5,21.2,15.9,Normal
10,P,133.0,31.0,17.54,Normal
12,P,149.0,41.7,18.78,Gemuk
9,P,131.4,25.8,14.92,Normal
9,L,128.5,28.1,17.05,Normal
6,P,116.9,17.1,12.49,Kurus
12,P,146.6,38.1,17.73,Normal
10,P,135.0,25.0,13.71,Kurus
12,L,150.4,33.7,14.89,Normal
12,L,147.0,39.1,18.12,Gemuk
8,P,124.2,24.3,15.78,Normal
11,L,140.6,37.8,19.13,Gemuk
8,P,120.6,27.6,18.98,Gemuk
12,L,145.3,37.0,17.53,Normal
6,L,110.9,22.0,17.9,Normal
12,L,146.8,34.9,16.18,Normal
11,L,143.1,38.4,18.76,Gemuk
6,P,114.3,20.9,16.02,Normal
9,P,124.6,28.9,18.64,Gemuk
10,L,134.3,32.3,17.92,Normal
7,L,119.6,20.9,14.6,Normal
11,P,143.2,35.0,17.05,Normal
12,P,151.1,38.7,16.95,Normal
12,P,149.0,35.0,15.75,Normal
6,L,115.1,22.0,16.6,Normal
6,L,117.6,17.0,12.29,Kurus
12,P,146.9,37.5,17.35,Normal
7,L,114.7,22.8,17.33,Normal
10,L,131.2,30.2,17.55,Normal
8,P,122.5,23.2,15.42,Normal
10,P,131.7,30.2,17.44,Normal
12,P,148.5,40.7,18.47,Gemuk
6,L,115.0,17.7,13.37,Kurus
10,P,132.8,32.6,18.48,Gemuk
9,L,127.2,22.9,14.18,Normal
12,L,143.6,40.6,19.71,Gemuk
10,P,136.7,32.5,17.39,Normal
9,P,127.1,28.6,17.66,Normal
8,L,121.3,25.4,17.26,Normal
7,L,119.7,18.0,12.57,Kurus
7,L,118.2,20.6,14.75,Normal
7,P,117.9,22.3,15.99,Normal
12,L,143.1,39.3,19.21,Gemuk
8,L,122.5,22.8,15.17,Normal
10,L,131.2,28.4,16.5,Normal
6,L,115.8,17.0,12.68,Kurus
8,L,125.4,24.7,15.72,Normal
10,L,133.9,30.6,17.09,Normal
10,L,132.9,34.4,19.51,Gemuk
6,L,117.0,18.3,13.35,Kurus
11,L,146.2,35.2,16.47,Normal
7,P,123.0,19.5,12.91,Kurus
9,L,130.3,29.5,17.36,Normal
9,L,123.0,32.3,21.38,Gemuk
7,P,119.9,24.7,17.21,Normal
11,L,138.1,36.7,19.23,Gemuk
12,L,147.3,40.7,18.73,Gemuk
9,L,125.2,28.4,18.1,Gemuk
7,P,119.3,20.0,14.06,Normal
12,L,145.2,41.1,19.5,Gemuk
7,P,120.2,23.5,16.28,Normal
7,P,114.0,21.9,16.86,Normal
9,L,130.9,25.9,15.11,Normal
12,P,148.1,36.6,16.71,Normal
7,L,116.3,24.4,18.06,Gemuk
8,L,122.9,28.1,18.58,Gemuk
12,P,150.9,34.7,15.24,Normal
12,L,143.9,40.2,19.39,Gemuk
6,P,116.4,22.0,16.25,Normal
11,L,139.5,36.9,18.96,Gemuk
10,P,134.6,33.1,18.28,Gemuk
10,P,135.4,30.1,16.4,Normal
11,L,136.8,36.8,19.67,Gemuk
9,L,123.0,23.8,15.75,Normal
9,L,128.6,26.5,16.05,Normal
11,P,141.4,38.7,19.33,Gemuk
8,P,124.2,24.9,16.14,Normal
8,P,122.4,20.0,13.36,Kurus
8,L,118.7,21.4,15.2,Normal
7,P,116.3,25.0,18.48,Gemuk
8,P,125.7,20.0,12.66,Kurus
8,L,126.1,23.0,14.46,Normal
11,P,141.6,34.4,17.19,Normal
12,L,143.3,44.1,21.48,Gemuk
9,L,130.1,29.9,17.65,Normal
10,P,132.1,35.7,20.45,Gemuk
9,P,128.4,22.0,13.34,Kurus
9,L,125.7,28.2,17.85,Normal
6,L,114.1,22.0,16.89,Normal
7,P,117.9,24.2,17.43,Normal
9,P,132.5,29.1,16.6,Normal
11,P,142.3,33.3,16.46,Normal
12,L,142.9,40.5,19.84,Gemuk
7,L,118.3,24.8,17.71,Normal
12,L,146.1,40.6,19.0,Gemuk
12,P,147.6,42.0,19.27,Gemuk
7,P,123.0,24.5,16.17,Normal
11,P,140.6,41.9,21.18,Gemuk
9,L,129.8,25.9,15.34,Normal
10,L,134.9,28.3,15.55,Normal
12,P,146.2,40.0,18.7,Gemuk
7,L,118.5,18.8,13.41,Kurus
7,L,117.5,25.0,18.09,Gemuk
12,P,150.7,37.9,16.69,Normal
9,L,125.1,26.5,16.93,Normal
9,L,128.3,26.7,16.22,Normal
7,P,119.9,20.8,14.44,Normal
9,L,129.7,28.6,17.03,Normal
7,L,117.6,19.9,14.41,Normal
9,L,130.8,25.4,14.84,Normal
8,P,124.4,26.8,17.35,Normal
12,L,144.6,39.8,19.03,Gemuk
6,L,112.6,21.2,16.71,Normal
6,P,113.6,22.0,17.05,Normal
9,L,126.1,26.9,16.93,Normal
11,P,142.0,41.1,20.37,Gemuk
8,P,119.8,23.8,16.63,Normal
12,P,144.8,41.5,19.79,Gemuk
6,L,115.6,17.1,12.83,Kurus
12,L,145.3,42.3,20.03,Gemuk
7,L,114.5,19.4,14.84,Normal
7,L,117.9,20.1,14.45,Normal
7,L,113.0,18.0,14.1,Normal
6,L,115.0,18.9,14.31,Normal
10,P,136.2,27.0,14.56,Normal
6,P,113.7,18.7,14.5,Normal
11,L,145.4,43.0,20.34,Gemuk
8,P,126.0,25.0,15.75,Normal
12,L,144.0,38.8,18.72,Gemuk
12,L,144.1,39.3,18.89,Gemuk
11,L,138.7,35.9,18.67,Gemuk
9,P,130.1,28.4,16.76,Normal
10,L,137.0,29.4,15.68,Normal
9,P,125.2,30.0,19.15,Gemuk
12,L,146.4,41.3,19.3,Gemuk
12,P,144.5,37.0,17.69,Normal
7,L,116.1,19.2,14.24,Normal
9,P,129.1,23.4,14.0,Normal
7,L,117.2,20.9,15.22,Normal
9,P,126.7,26.1,16.29,Normal
10,P,136.6,30.3,16.21,Normal
11,P,139.8,34.3,17.57,Normal
8,P,125.6,20.7,13.09,Kurus
12,P,143.2,37.1,18.09,Gemuk
6,P,116.8,18.7,13.7,Kurus
10,P,132.7,34.1,19.36,Gemuk
9,L,129.1,26.6,15.94,Normal
6,P,116.8,18.4,13.45,Kurus
12,L,149.0,37.7,16.99,Normal
7,L,117.0,24.9,18.17,Gemuk
8,L,125.0,20.0,12.8,Kurus
7,P,116.1,23.6,17.52,Normal
8,L,124.1,23.0,14.94,Normal
7,P,120.0,25.0,17.37,Normal
7,P,116.4,22.2,16.41,Normal
12,L,144.4,41.2,19.76,Gemuk
7,L,119.8,25.0,17.41,Normal
6,P,112.9,17.6,13.78,Kurus
10,P,138.2,34.5,18.05,Gemuk
11,L,137.4,34.5,18.28,Gemuk
10,P,132.5,34.5,19.63,Gemuk
9,L,131.4,31.0,17.92,Normal
6,P,111.4,17.0,13.7,Kurus
11,L,142.7,36.2,17.76,Normal
8,L,122.2,21.3,14.27,Normal
12,L,148.2,39.9,18.17,Gemuk
6,P,114.9,17.0,12.88,Kurus
8,P,122.0,23.8,15.97,Normal
9,P,123.0,24.4,16.14,Normal
10,P,135.2,27.3,14.95,Normal
10,L,134.1,31.6,17.57,Normal
6,P,111.7,18.2,14.6,Normal
9,L,131.4,33.0,19.1,Gemuk
10,P,136.4,33.1,17.8,Normal
11,L,139.6,39.0,19.98,Gemuk
6,P,114.8,22.0,16.69,Normal
6,L,115.4,17.0,12.76,Kurus
9,P,128.5,23.1,14.01,Normal
12,L,145.1,41.5,19.69,Gemuk
6,P,114.0,22.0,16.92,Normal
8,L,124.1,29.0,18.83,Gemuk
7,L,123.0,19.8,13.12,Kurus
12,P,148.2,37.1,16.88,Normal
9,P,125.4,24.7,15.74,Normal
6,P,118.0,17.7,12.71,Kurus
12,P,143.0,43.6,21.33,Gemuk
9,L,124.7,27.2,17.49,Normal
7,L,119.0,22.0,15.53,Normal
10,P,136.5,34.0,18.24,Gemuk
7,P,115.3,24.0,18.04,Gemuk
12,P,146.6,40.6,18.9,Gemuk
11,L,141.4,32.9,16.47,Normal
7,L,119.1,18.0,12.69,Kurus
7,L,117.1,18.0,13.13,Kurus
7,L,120.4,19.2,13.28,Kurus
12,P,144.7,41.6,19.9,Gemuk
10,P,130.8,34.0,19.89,Gemuk
9,L,128.8,26.1,15.72,Normal
8,L,123.9,26.0,16.96,Normal
9,P,126.8,23.8,14.8,Normal
7,L,121.1,18.0,12.28,Kurus
10,L,137.2,29.5,15.69,Normal
9,P,125.9,28.4,17.91,Normal
11,P,143.8,33.8,16.34,Normal
12,P,145.3,34.0,16.12,Normal
6,P,112.9,22.0,17.27,Normal
6,L,112.8,17.0,13.36,Kurus
11,P,143.5,34.5,16.76,Normal
6,P,111.5,22.0,17.7,Normal
6,L,113.4,17.8,13.86,Kurus
6,P,110.9,21.9,17.81,Normal
10,P,132.8,30.8,17.48,Normal
10,L,133.5,30.5,17.11,Normal
10,L,136.3,31.7,17.05,Normal
7,P,117.1,20.5,14.92,Normal
8,P,125.0,29.0,18.55,Gemuk
10,P,133.4,33.5,18.82,Gemuk
10,P,136.8,26.6,14.24,Normal
6,L,111.6,22.0,17.67,Normal
12,L,144.6,35.5,16.99,Normal
6,P,113.9,22.0,16.96,Normal
9,L,131.3,28.0,16.24,Normal
10,P,132.3,33.3,19.02,Gemuk
9,L,126.7,22.4,13.97,Kurus
7,L,119.0,21.2,14.93,Normal
9,P,126.1,33.4,20.97,Gemuk
7,L,117.1,21.9,15.96,Normal
11,L,142.0,35.7,17.73,Normal
10,L,134.9,34.3,18.85,Gemuk
8,P,119.7,24.6,17.15,Normal
11,P,135.7,35.4,19.2,Gemuk
12,L,148.6,38.1,17.26,Normal
9,P,129.5,28.7,17.1,Normal
6,L,113.8,21.7,16.78,Normal
11,P,142.1,30.8,15.27,Normal
12,L,145.5,39.2,18.52,Gemuk
7,L,120.3,20.1,13.91,Kurus
12,P,148.3,38.1,17.34,Normal
11,P,145.9,35.3,16.56,Normal
7,L,121.4,20.6,13.97,Kurus
9,P,127.9,24.7,15.09,Normal
12,L,145.5,43.5,20.53,Gemuk
11,L,139.9,35.7,18.26,Gemuk
10,P,128.9,32.9,19.77,Gemuk
8,L,125.1,27.1,17.29,Normal
11,L,138.1,37.1,19.48,Gemuk
12,P,148.1,39.6,18.04,Gemuk
10,P,134.8,28.3,15.56,Normal
6,L,112.0,17.7,14.11,Normal
12,L,143.8,38.6,18.69,Gemuk
6,P,118.0,20.0,14.35,Normal
10,L,137.9,32.2,16.93,Normal
11,P,139.1,35.0,18.08,Gemuk
10,L,131.4,31.1,18.03,Gemuk
6,L,114.3,18.8,14.39,Normal
6,L,116.5,17.0,12.52,Kurus
7,P,116.6,22.1,16.3,Normal
11,L,143.4,39.9,19.42,Gemuk
10,L,131.4,25.5,14.78,Normal
12,P,143.1,41.5,20.29,Gemuk
9,L,126.6,25.5,15.88,Normal
11,L,138.7,39.1,20.31,Gemuk
12,L,148.3,37.8,17.2,Normal
8,L,123.2,24.7,16.31,Normal
11,L,145.6,33.3,15.71,Normal
8,L,121.6,20.0,13.52,Kurus
9,L,130.7,30.9,18.12,Gemuk
10,P,134.4,32.6,18.07,Gemuk
12,P,147.9,35.4,16.18,Normal
10,L,137.1,28.6,15.24,Normal
7,P,118.9,24.2,17.1,Normal
8,L,119.8,24.9,17.37,Normal
9,P,125.3,23.3,14.83,Normal
7,P,119.4,25.0,17.52,Normal
9,L,128.1,25.0,15.2,Normal
7,P,119.1,22.6,15.92,Normal
11,L,141.5,35.3,17.64,Normal
8,L,123.4,24.7,16.24,Normal
6,L,118.0,20.2,14.54,Normal
12,P,146.8,38.4,17.79,Normal
10,L,134.1,31.7,17.61,Normal
10,L,131.3,37.1,21.54,Gemuk
6,P,110.0,18.1,14.93,Normal
8,P,122.9,22.9,15.14,Normal
12,P,148.8,42.9,19.4,Gemuk
9,P,128.6,30.1,18.19,Gemuk
7,P,119.7,19.8,13.82,Kurus
6,L,112.1,17.0,13.54,Kurus
10,P,134.8,30.1,16.59,Normal
8,L,119.7,29.0,20.23,Gemuk
8,P,125.9,29.0,18.29,Gemuk
11,P,140.9,37.7,18.97,Gemuk
6,P,113.5,17.6,13.67,Kurus
10,L,132.1,32.7,18.71,Gemuk
6,L,117.2,22.0,16.03,Normal
6,L,115.7,20.0,14.93,Normal
10,L,130.9,29.1,16.97,Normal
6,L,114.9,21.6,16.35,Normal
12,L,144.8,43.7,20.84,Gemuk
11,L,143.1,34.8,17.02,Normal
7,L,118.7,22.8,16.17,Normal
9,L,129.1,28.6,17.13,Normal
9,P,126.3,30.8,19.31,Gemuk
12,P,148.2,43.2,19.67,Gemuk
9,L,128.9,27.2,16.39,Normal
6,P,113.7,17.0,13.19,Kurus
12,P,143.5,42.9,20.81,Gemuk
8,L,120.4,23.3,16.07,Normal
12,P,147.2,40.1,18.49,Gemuk
10,L,134.1,31.8,17.7,Normal
10,P,139.0,34.0,17.62,Normal
12,L,147.0,35.6,16.46,Normal
6,L,116.6,20.2,14.82,Normal
7,P,117.3,20.0,14.51,Normal
9,P,127.5,29.4,18.12,Gemuk
6,L,117.2,19.4,14.09,Normal
6,L,115.8,17.0,12.69,Kurus
12,P,146.2,41.9,19.59,Gemuk
8,P,122.2,21.0,14.08,Normal
7,L,120.5,19.0,13.12,Kurus
9,P,131.6,23.5,13.59,Kurus
10,P,132.0,33.2,19.06,Gemuk
8,P,122.5,26.0,17.3,Normal
9,L,129.5,29.0,17.28,Normal
12,P,144.5,36.8,17.65,Normal
10,L,135.4,25.6,13.99,Kurus
7,P,119.9,25.0,17.38,Normal
11,P,143.1,30.7,15.01,Normal
11,P,141.5,35.4,17.67,Normal
8,P,120.8,23.4,16.06,Normal
11,P,142.5,37.1,18.29,Gemuk
7,P,116.3,25.0,18.49,Gemuk
8,L,128.0,21.1,12.88,Kurus
10,L,129.6,30.2,18.0,Normal
12,L,145.3,40.0,18.95,Gemuk
9,L,128.1,24.3,14.83,Normal
8,P,123.3,24.0,15.8,Normal
7,L,118.7,25.0,17.75,Normal
12,P,143.9,38.1,18.41,Gemuk
12,P,148.8,38.3,17.29,Normal
10,L,135.9,33.8,18.29,Gemuk
8,P,122.9,25.9,17.16,Normal
12,L,144.9,40.3,19.19,Gemuk
6,L,113.1,22.0,17.2,Normal
6,P,115.1,22.0,16.61,Normal
10,L,132.8,27.7,15.72,Normal
9,L,124.3,28.2,18.26,Gemuk
